"iata_code","iana_tz","windows_tz"
"SRO","America/Bogota","SA Pacific Standard Time"
"SRP","Europe/Oslo","W. Europe Standard Time"
"SRQ","America/New_York","Eastern Standard Time"
"SRR","Australia/Brisbane","E. Australia Standard Time"
"SRS","America/Bogota","SA Pacific Standard Time"
"SRT","Africa/Kampala","E. Africa Standard Time"
"SRV","America/Anchorage","Alaskan Standard Time"
"SRW","America/New_York","Eastern Standard Time"
"SRX","Africa/Tripoli","Libya Standard Time"
"SRY","Asia/Tehran","Iran Standard Time"
"SRZ","America/La_Paz","SA Western Standard Time"
"SSA","America/Bahia","Bahia Standard Time"
"SSB","America/St_Thomas","SA Western Standard Time"
"SSC","America/New_York","Eastern Standard Time"
"SSE","Asia/Kolkata","India Standard Time"
"SSF","America/Chicago","Central Standard Time"
"SSG","Africa/Malabo","W. Central Africa Standard Time"
"SSH","Africa/Cairo","Egypt Standard Time"
"SSI","America/New_York","Eastern Standard Time"
"SSJ","Europe/Oslo","W. Europe Standard Time"
"SSK","Australia/Perth","W. Australia Standard Time"
"SSL","America/Bogota","SA Pacific Standard Time"
"SSN","Asia/Seoul","Korea Standard Time"
"SSO","America/Sao_Paulo","E. South America Standard Time"
"SSP","Australia/Brisbane","E. Australia Standard Time"
"SSQ","America/Toronto","Eastern Standard Time"
"SSR","Pacific/Efate","Central Pacific Standard Time"
"SSS","Pacific/Port_Moresby","West Pacific Standard Time"
"SST","America/Argentina/Buenos_Aires","Argentina Standard Time"
"SSW","America/Los_Angeles","Pacific Standard Time"
"SSX","Africa/Johannesburg","South Africa Standard Time"
"SSY","Africa/Luanda","W. Central Africa Standard Time"
"SSZ","America/Sao_Paulo","E. South America Standard Time"
"STA","Europe/Copenhagen","Romance Standard Time"
"STB","America/Caracas","Venezuela Standard Time"
"STC","America/Chicago","Central Standard Time"
"STD","America/Caracas","Venezuela Standard Time"
"STE","America/Chicago","Central Standard Time"
"STF","Australia/Brisbane","E. Australia Standard Time"
"STG","America/Nome","Alaskan Standard Time"
"STH","Australia/Brisbane","E. Australia Standard Time"
"STI","America/Santo_Domingo","SA Western Standard Time"
"STJ","America/Chicago","Central Standard Time"
"STK","America/Denver","Mountain Standard Time"
"STL","America/Chicago","Central Standard Time"
"STM","America/Santarem","SA Eastern Standard Time"
"STN","Europe/London","GMT Standard Time"
"STP","America/Chicago","Central Standard Time"
"STQ","America/New_York","Eastern Standard Time"
"STR","Europe/Berlin","W. Europe Standard Time"
"STS","America/Los_Angeles","Pacific Standard Time"
"STT","America/St_Thomas","SA Western Standard Time"
"STU","America/Belize","Central America Standard Time"
"STV","Asia/Kolkata","India Standard Time"
"STW","Europe/Moscow","Russian Standard Time"
"STX","America/St_Thomas","SA Western Standard Time"
"STY","America/Montevideo","Montevideo Standard Time"
"STZ","America/Araguaina","Tocantins Standard Time"
"SUA","America/New_York","Eastern Standard Time"
"SUB","Asia/Jakarta","SE Asia Standard Time"
"SUD","America/Chicago","Central Standard Time"
"SUE","America/Chicago","Central Standard Time"
"SUF","Europe/Rome","W. Europe Standard Time"
"SUG","Asia/Manila","Singapore Standard Time"
"SUI","Asia/Tbilisi","Georgian Standard Time"
"SUJ","Europe/Bucharest","GTB Standard Time"
"SUK","Asia/Yakutsk","Yakutsk Standard Time"
"SUL","Asia/Karachi","Pakistan Standard Time"
"SUM","America/New_York","Eastern Standard Time"
"SUN","America/Boise","Mountain Standard Time"
"SUO","America/Los_Angeles","Pacific Standard Time"
"SUP","Asia/Jakarta","SE Asia Standard Time"
"SUQ","America/Guayaquil","SA Pacific Standard Time"
"SUR","America/Nipigon","Eastern Standard Time"
"SUS","America/Chicago","Central Standard Time"
"SUT","Africa/Dar_es_Salaam","E. Africa Standard Time"
"SUU","America/Los_Angeles","Pacific Standard Time"
"SUV","Pacific/Fiji","Fiji Standard Time"
"SUW","America/Chicago","Central Standard Time"
"SUX","America/Chicago","Central Standard Time"
"SUY","Asia/Yakutsk","Yakutsk Standard Time"
"SVA","America/Nome","Alaskan Standard Time"
"SVB","Indian/Antananarivo","E. Africa Standard Time"
"SVC","America/Denver","Mountain Standard Time"
"SVD","America/St_Vincent","SA Western Standard Time"
"SVE","America/Los_Angeles","Pacific Standard Time"
"SVF","Africa/Porto-Novo","W. Central Africa Standard Time"
"SVG","Europe/Oslo","W. Europe Standard Time"
"SVH","America/New_York","Eastern Standard Time"
"SVI","America/Bogota","SA Pacific Standard Time"
"SVJ","Europe/Oslo","W. Europe Standard Time"
"SVK","America/Belize","Central America Standard Time"
"SVL","Europe/Helsinki","FLE Standard Time"
"SVN","America/New_York","Eastern Standard Time"
"SVO","Europe/Moscow","Russian Standard Time"
"SVP","Africa/Luanda","W. Central Africa Standard Time"
"SVQ","Europe/Madrid","Romance Standard Time"
"SVR","America/Thule","Atlantic Standard Time"
"SVS","America/Anchorage","Alaskan Standard Time"
"SVT","Africa/Gaborone","South Africa Standard Time"
"SVU","Pacific/Fiji","Fiji Standard Time"
"SVV","America/Caracas","Venezuela Standard Time"
"SVW","America/Anchorage","Alaskan Standard Time"
"SVX","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"SVZ","America/Bogota","SA Pacific Standard Time"
"SWA","Asia/Shanghai","China Standard Time"
"SWB","Australia/Perth","W. Australia Standard Time"
"SWC","Australia/Melbourne","AUS Eastern Standard Time"
"SWD","America/Anchorage","Alaskan Standard Time"
"SWE","Pacific/Port_Moresby","West Pacific Standard Time"
"SWF","America/New_York","Eastern Standard Time"
"SWG","Pacific/Port_Moresby","West Pacific Standard Time"
"SWH","Australia/Melbourne","AUS Eastern Standard Time"
"SWJ","Pacific/Efate","Central Pacific Standard Time"
"SWL","Asia/Manila","Singapore Standard Time"
"SWO","America/Chicago","Central Standard Time"
"SWP","Africa/Windhoek","Namibia Standard Time"
"SWQ","Asia/Makassar","Singapore Standard Time"
"SWR","Pacific/Port_Moresby","West Pacific Standard Time"
"SWS","Europe/London","GMT Standard Time"
"SWT","Asia/Tomsk","Tomsk Standard Time"
"SWU","Asia/Seoul","Korea Standard Time"
"SWV","Asia/Magadan","Magadan Standard Time"
"SWW","America/Chicago","Central Standard Time"
"SWX","Africa/Gaborone","South Africa Standard Time"
"SWY","Asia/Kuala_Lumpur","Singapore Standard Time"
"SWZ","Australia/Sydney","AUS Eastern Standard Time"
"SXA","Pacific/Port_Moresby","West Pacific Standard Time"
"SXB","Europe/Paris","Romance Standard Time"
"SXE","Australia/Melbourne","AUS Eastern Standard Time"
"SXG","Africa/Lusaka","South Africa Standard Time"
"SXH","Pacific/Port_Moresby","West Pacific Standard Time"
"SXI","Asia/Tehran","Iran Standard Time"
"SXJ","Asia/Shanghai","China Standard Time"
"SXK","Asia/Jayapura","Tokyo Standard Time"
"SXL","Europe/Dublin","GMT Standard Time"
"SXM","America/Lower_Princes","SA Western Standard Time"
"SXN","Africa/Gaborone","South Africa Standard Time"
"SXO","America/Cuiaba","Central Brazilian Standard Time"
"SXP","America/Nome","Alaskan Standard Time"
"SXQ","America/Anchorage","Alaskan Standard Time"
"SXR","Asia/Kolkata","India Standard Time"
"SXS","Asia/Kuching","Singapore Standard Time"
"SXT","Asia/Kuala_Lumpur","Singapore Standard Time"
"SXU","Africa/Addis_Ababa","E. Africa Standard Time"
"SXV","Asia/Kolkata","India Standard Time"
"SXW","Pacific/Port_Moresby","West Pacific Standard Time"
"SXX","America/Belem","SA Eastern Standard Time"
"SXY","America/New_York","Eastern Standard Time"
"SXZ","Europe/Istanbul","Turkey Standard Time"
"SYA","America/Adak","Aleutian Standard Time"
"SYB","America/Anchorage","Alaskan Standard Time"
"SYC","America/Lima","SA Pacific Standard Time"
"SYD","Australia/Sydney","AUS Eastern Standard Time"
"SYE","Asia/Aden","Arab Standard Time"
"SYF","America/Vancouver","Pacific Standard Time"
"SYH","Asia/Kathmandu","Nepal Standard Time"
"SYI","America/Chicago","Central Standard Time"
"SYJ","Asia/Tehran","Iran Standard Time"
"SYK","Atlantic/Reykjavik","Greenwich Standard Time"
"SYL","America/Los_Angeles","Pacific Standard Time"
"SYM","Asia/Shanghai","China Standard Time"
"SYN","America/Chicago","Central Standard Time"
"SYO","Asia/Tokyo","Tokyo Standard Time"
"SYP","America/Panama","SA Pacific Standard Time"
"SYQ","America/Costa_Rica","Central America Standard Time"
"SYR","America/New_York","Eastern Standard Time"
"SYS","Asia/Yakutsk","Yakutsk Standard Time"
"SYT","Europe/Paris","Romance Standard Time"
"SYU","Australia/Brisbane","E. Australia Standard Time"
"SYV","America/New_York","Eastern Standard Time"
"SYW","Asia/Karachi","Pakistan Standard Time"
"SYX","Asia/Shanghai","China Standard Time"
"SYY","Europe/London","GMT Standard Time"
"SYZ","Asia/Tehran","Iran Standard Time"
"SZA","Africa/Luanda","W. Central Africa Standard Time"
"SZB","Asia/Kuala_Lumpur","Singapore Standard Time"
"SZE","Africa/Addis_Ababa","E. Africa Standard Time"
"SZF","Europe/Istanbul","Turkey Standard Time"
"SZG","Europe/Berlin","W. Europe Standard Time"
"SZH","Asia/Makassar","Singapore Standard Time"
"SZI","Asia/Almaty","Central Asia Standard Time"
"SZJ","America/Havana","Cuba Standard Time"
"SZK","Africa/Johannesburg","South Africa Standard Time"
"SZL","America/Chicago","Central Standard Time"
"SZM","Africa/Windhoek","Namibia Standard Time"
"SZN","America/Los_Angeles","Pacific Standard Time"
"SZP","America/Los_Angeles","Pacific Standard Time"
"SZR","Europe/Sofia","FLE Standard Time"
"SZS","Pacific/Auckland","New Zealand Standard Time"
"SZV","Asia/Shanghai","China Standard Time"
"SZW","Europe/Berlin","W. Europe Standard Time"
"SZX","Asia/Shanghai","China Standard Time"
"SZY","Europe/Warsaw","Central European Standard Time"
"SZZ","Europe/Warsaw","Central European Standard Time"
"TAB","America/Port_of_Spain","SA Western Standard Time"
"TAC","Asia/Manila","Singapore Standard Time"
"TAD","America/Denver","Mountain Standard Time"
"TAE","Asia/Seoul","Korea Standard Time"
"TAF","Africa/Algiers","W. Central Africa Standard Time"
"TAG","Asia/Manila","Singapore Standard Time"
"TAH","Pacific/Efate","Central Pacific Standard Time"
"TAI","Asia/Aden","Arab Standard Time"
"TAJ","Pacific/Port_Moresby","West Pacific Standard Time"
"TAK","Asia/Tokyo","Tokyo Standard Time"
"TAL","America/Anchorage","Alaskan Standard Time"
"TAM","America/Monterrey","Central Standard Time (Mexico)"
"TAN","Australia/Brisbane","E. Australia Standard Time"
"TAO","Asia/Shanghai","China Standard Time"
"TAP","America/Mexico_City","Central Standard Time (Mexico)"
"TAQ","Australia/Adelaide","Cen. Australia Standard Time"
"TAR","Europe/Rome","W. Europe Standard Time"
"TAS","Asia/Tashkent","West Asia Standard Time"
"TAT","Europe/Bratislava","Central Europe Standard Time"
"TAU","America/Bogota","SA Pacific Standard Time"
"TAW","America/Montevideo","Montevideo Standard Time"
"TAX","Asia/Jayapura","Tokyo Standard Time"
"TAY","Europe/Tallinn","FLE Standard Time"
"TAZ","Asia/Ashgabat","West Asia Standard Time"
"TBB","Asia/Ho_Chi_Minh","SE Asia Standard Time"
"TBC","America/Denver","Mountain Standard Time"
"TBE","Pacific/Port_Moresby","West Pacific Standard Time"
"TBF","Pacific/Tarawa","UTC+12"
"TBG","Pacific/Port_Moresby","West Pacific Standard Time"
"TBH","Asia/Manila","Singapore Standard Time"
"TBI","America/Nassau","Eastern Standard Time"
"TBJ","Africa/Tunis","W. Central Africa Standard Time"
"TBK","Australia/Darwin","AUS Central Standard Time"
"TBL","Australia/Perth","W. Australia Standard Time"
"TBM","Asia/Pontianak","SE Asia Standard Time"
"TBN","America/Chicago","Central Standard Time"
"TBO","Africa/Dar_es_Salaam","E. Africa Standard Time"
"TBP","America/Lima","SA Pacific Standard Time"
"TBQ","Pacific/Port_Moresby","West Pacific Standard Time"
"TBR","America/New_York","Eastern Standard Time"
"TBS","Asia/Tbilisi","Georgian Standard Time"
"TBT","America/Bogota","SA Pacific Standard Time"
"TBU","Pacific/Tongatapu","Tonga Standard Time"
"TBV","Pacific/Majuro","UTC+12"
"TBW","Europe/Moscow","Russian Standard Time"
"TBY","Africa/Gaborone","South Africa Standard Time"
"TBZ","Asia/Tehran","Iran Standard Time"
"TCA","Australia/Darwin","AUS Central Standard Time"
"TCB","America/Nassau","Eastern Standard Time"
"TCC","America/Denver","Mountain Standard Time"
"TCD","America/Bogota","SA Pacific Standard Time"
"TCE","Europe/Bucharest","GTB Standard Time"
"TCG","Asia/Shanghai","China Standard Time"
"TCH","Africa/Libreville","W. Central Africa Standard Time"
"TCJ","Pacific/Port_Moresby","West Pacific Standard Time"
"TCK","Pacific/Port_Moresby","West Pacific Standard Time"
"TCL","America/Chicago","Central Standard Time"
"TCM","America/Los_Angeles","Pacific Standard Time"
"TCN","America/Mexico_City","Central Standard Time (Mexico)"
"TCO","America/Bogota","SA Pacific Standard Time"
"TCP","Africa/Cairo","Egypt Standard Time"
"TCQ","America/Lima","SA Pacific Standard Time"
"TCR","Asia/Kolkata","India Standard Time"
"TCS","America/Denver","Mountain Standard Time"
"TCT","America/Anchorage","Alaskan Standard Time"
"TCU","Africa/Johannesburg","South Africa Standard Time"
"TCW","Australia/Sydney","AUS Eastern Standard Time"
"TCX","Asia/Tehran","Iran Standard Time"
"TCY","Africa/Windhoek","Namibia Standard Time"
"TCZ","Asia/Shanghai","China Standard Time"
"TDA","America/Bogota","SA Pacific Standard Time"
"TDB","Pacific/Port_Moresby","West Pacific Standard Time"
"TDD","America/La_Paz","SA Western Standard Time"
"TDG","Asia/Manila","Singapore Standard Time"
"TDJ","Africa/Djibouti","E. Africa Standard Time"
"TDK","Asia/Almaty","Central Asia Standard Time"
"TDL","America/Argentina/Buenos_Aires","Argentina Standard Time"
"TDN","Australia/Perth","W. Australia Standard Time"
"TDO","America/Los_Angeles","Pacific Standard Time"
"TDP","America/Lima","SA Pacific Standard Time"
"TDR","Australia/Brisbane","E. Australia Standard Time"
"TDS","Pacific/Port_Moresby","West Pacific Standard Time"
"TDT","Africa/Johannesburg","South Africa Standard Time"
"TDV","Indian/Antananarivo","E. Africa Standard Time"
"TDW","America/Chicago","Central Standard Time"
"TDX","Asia/Bangkok","SE Asia Standard Time"
"TDZ","America/New_York","Eastern Standard Time"
"TEA","America/Tegucigalpa","Central America Standard Time"
"TEB","America/New_York","Eastern Standard Time"
"TEC","America/Sao_Paulo","E. South America Standard Time"
"TED","Europe/Copenhagen","Romance Standard Time"
"TEE","Africa/Algiers","W. Central Africa Standard Time"
"TEF","Australia/Perth","W. Australia Standard Time"
"TEG","Africa/Ouagadougou","Greenwich Standard Time"
"TEI","Asia/Kolkata","India Standard Time"
"TEK","America/Anchorage","Alaskan Standard Time"
"TEL","Asia/Kuching","Singapore Standard Time"
"TEM","Australia/Sydney","AUS Eastern Standard Time"
"TEN","Asia/Shanghai","China Standard Time"
"TEO","Pacific/Port_Moresby","West Pacific Standard Time"
"TEP","Pacific/Port_Moresby","West Pacific Standard Time"
"TEQ","Europe/Istanbul","Turkey Standard Time"
"TER","Atlantic/Azores","Azores Standard Time"
"TES","Africa/Asmara","E. Africa Standard Time"
"TET","Africa/Maputo","South Africa Standard Time"
"TEU","Pacific/Auckland","New Zealand Standard Time"
"TEV","Europe/Madrid","Romance Standard Time"
"TEX","America/Denver","Mountain Standard Time"
"TEY","Atlantic/Reykjavik","Greenwich Standard Time"
"TEZ","Asia/Kolkata","India Standard Time"
"TFB","Pacific/Port_Moresby","West Pacific Standard Time"
"TFF","America/Manaus","SA Western Standard Time"
"TFI","Pacific/Port_Moresby","West Pacific Standard Time"
"TFL","America/Sao_Paulo","E. South America Standard Time"
"TFM","Pacific/Port_Moresby","West Pacific Standard Time"
"TFN","Atlantic/Canary","GMT Standard Time"
"TFS","Atlantic/Canary","GMT Standard Time"
"TFT","Asia/Karachi","Pakistan Standard Time"
"TFU","Asia/Shanghai","China Standard Time"
"TFY","Asia/Jakarta","SE Asia Standard Time"
"TGA","Asia/Singapore","Singapore Standard Time"
"TGC","Asia/Kuching","Singapore Standard Time"
"TGD","Europe/Podgorica","Central Europe Standard Time"
"TGG","Asia/Kuala_Lumpur","Singapore Standard Time"
"TGH","Pacific/Efate","Central Pacific Standard Time"
"TGI","America/Lima","SA Pacific Standard Time"
"TGJ","Pacific/Noumea","Central Pacific Standard Time"
"TGK","Europe/Moscow","Russian Standard Time"
"TGL","Pacific/Port_Moresby","West Pacific Standard Time"
"TGM","Europe/Bucharest","GTB Standard Time"
"TGN","Australia/Melbourne","AUS Eastern Standard Time"
"TGO","Asia/Shanghai","China Standard Time"
"TGP","Asia/Krasnoyarsk","North Asia Standard Time"
"TGQ","America/Cuiaba","Central Brazilian Standard Time"
"TGR","Africa/Algiers","W. Central Africa Standard Time"
"TGS","Africa/Maputo","South Africa Standard Time"
"TGT","Africa/Dar_es_Salaam","E. Africa Standard Time"
"TGU","America/Tegucigalpa","Central America Standard Time"
"TGV","Europe/Sofia","FLE Standard Time"
"TGZ","America/Mexico_City","Central Standard Time (Mexico)"
"THA","America/Chicago","Central Standard Time"
"THB","Africa/Maseru","South Africa Standard Time"
"THC","Africa/Monrovia","Greenwich Standard Time"
"THD","Asia/Bangkok","SE Asia Standard Time"
"THE","America/Fortaleza","SA Eastern Standard Time"
"THG","Australia/Brisbane","E. Australia Standard Time"
"THH","Pacific/Auckland","New Zealand Standard Time"
"THI","Africa/Nouakchott","Greenwich Standard Time"
"THK","Asia/Bangkok","SE Asia Standard Time"
"THL","Asia/Yangon","Myanmar Standard Time"
"THM","America/Denver","Mountain Standard Time"
"THN","Europe/Stockholm","W. Europe Standard Time"
"THO","Atlantic/Reykjavik","Greenwich Standard Time"
"THP","America/Denver","Mountain Standard Time"
"THQ","Asia/Shanghai","China Standard Time"
"THR","Asia/Tehran","Iran Standard Time"
"THS","Asia/Bangkok","SE Asia Standard Time"
"THT","Africa/Nouakchott","Greenwich Standard Time"
